Request No,Brand,Season,Dept,Size Type,Channel,Style No,Style Name,Artwork/Color No/Name,In Store Date,Qty,Retail Price,Store Set,Size Range,Offer Description,AC Date,LUC,SUC,Trans Mode,Unit Status,DC Date,PO,Store Set Date,Status,Material Supplier Art #,Material COO,Style Fiber Content,Finished Weight,Material Cost,Yield,Yield UOM,Sub Dept,Freight Product Category,Product Type,Modified By,Last Published Date,Agent,Vendor,Factory,Style Name,Trim Cost,Fabric Financing Fee,Duty Savings Program,Est Duty Amt,HTS No,Quota Category,Fabric Financing Fee,Offer No,IMU%,Vendor Comments,PO Status
HQ141768,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863015,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,03/04/2024,320,89.99,QTR1,604_PETITE_NUMERIC,FINAL 7/25 - PETITE,12/20/2023,14.14,9.95,OCEAN,FC,02/26/2024,,03/04/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.230000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.15,MP,1.49,6204628011,348,0.15,196012,84.29,60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray.,
HQ141758,ATF,SPRING 2024,527 P PANTS,PETITE,,863027,*2 TO 1* PETITE HW FL WIDE LEG,,,,,MAR,604_PETITE_NUMERIC,,,,,,,,,,DROPPED,SF20101159,CHINA,"72.00% POLYESTER
6.00% SPANDEX
22.00% RAYON",295.00,,,,,,,,,,,,*2 TO 1* PETITE HW FL WIDE LEG,,,STANDARD,,,,,,,,
HQ141715,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863028,PETITE DRAPEY WIDE LEG - LEONA LINES,002222-BLACK,12/18/2023,"1,421",98.99,FEB,604_PETITE_NUMERIC,7/21 PETITE COST QTY 1.421U,10/04/2023,15.80,10.70,OCEAN,FC,12/11/2023,,12/18/2023,ADOPTED,DLSH99546PFP,CHINA,"96.00% POLYESTER
4.00% SPANDEX",200.00,3.25,1.620000,YRD,,PANTS (NON-DENIM)-LIGHT WEIGHT,,K6860449,2023-07-11 00:00:00.0,LF CENTENNIAL PTE LTD,TEX WORLD PTE. LTD,PT. TOP AND TOP APPAREL,PETITE DRAPEY WIDE LEG - LEONA LINES,1.09,0.21,MP,2.75,6204639011,,0.21,195929,84.04,"7/21 Cost b/on fab. px $3.25/yd CIF, 2 ways random cut, unlined, unwashed",
HQ141714,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863054,PETITE HW TIE WAIST TAPERED ANKLE,009036-INDUSTRIAL NAVY,01/08/2024,"1,029",98.99,QTR1,604_PETITE_NUMERIC,FINAL: 7/14 COST FOR PETITE,10/24/2023,20.25,13.72,OCEAN,IR,01/01/2024,,01/08/2024,ADOPTED,SF20101159,CHINA,"72.00% POLYESTER
6.00% SPANDEX
22.00% RAYON",295.00,3.70,1.810000,YRD,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,LF CENTENNIAL PTE LTD,TUSKER APPAREL TRADING AND MARKETING W.L.L,SPARROW APPAREL LIMITED,PETITE HW TIE WAIST TAPERED ANKLE,2.04,0.27,MP,3.34,6204639011,,0.27,195913,79.54,,
HQ141755,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863070,24 CURVY PETITE CROP PANT - WHITE,009000-WHITE,03/04/2024,"1,389",79.99,QTR1,604_PETITE_NUMERIC,FINAL 7/27 UPDATE,12/20/2023,12.33,9.00,OCEAN,FC,02/26/2024,,03/04/2024,ADOPTED,D60581D,CHINA,"97.00% COTTON
3.00% SPANDEX",240.00,3.00,1.460000,,,PANTS (NON-DENIM)-LIGHT WEIGHT,,P6780159,2023-07-14 00:00:00.0,"MGF SOURCING US, LLC","TAINAN ENTERPRISES CO., LTD",PT ANDALAN MANDIRI BUSANA,24 CURVY PETITE CROP PANT - WHITE,1.08,0.18,MP,1.27,6204628018,,0.18,195935,84.59,,
HQ141576,ATF,SPRING 2024,526 M PANTS,CURVY MISSY,US STORES,863100,CURVY MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,01/29/2024,"1,538",89.99,QTR1,601_MISSY_NUMERIC,FINAL 7/25 - CURVY,11/15/2023,14.96,10.58,OCEAN,FC,01/22/2024,,01/29/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.430000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,CURVY MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.17,MP,1.58,6204628011,348,0.17,196011,83.38,60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray,
HQ141576,ATF,SPRING 2024,526 M PANTS,CURVY MISSY,US STORES,863100,CURVY MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,03/04/2024,377,89.99,QTR1,601_MISSY_NUMERIC,FINAL 7/25 - CURVY,12/20/2023,14.96,10.58,OCEAN,FC,02/26/2024,,03/04/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.430000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,CURVY MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.17,MP,1.58,6204628011,348,0.17,196011,83.38,60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray,
HQ141730,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863108,PETITE EASY FL LINEN PANT  - STRIPE,008251-CREAMY COCOA,01/08/2024,551,89.99,QTR1,605_PETITE_ALPHA,FINAL: 7/14 COST FOR PETITE,10/24/2023,12.49,9.72,OCEAN,FC,01/01/2024,,01/08/2024,ADOPTED,HW1508013005YCHAMBRAY,CHINA,"55.00% LINEN
45.00% VISCOSE",200.00,2.95,1.550000,YRD,,PANTS (NON-DENIM)-MEDIUM WEIGH,,P6780159,2023-07-06 00:00:00.0,LF CENTENNIAL PTE LTD,TUSKER APPAREL TRADING AND MARKETING W.L.L,SPARROW APPAREL LIMITED,PETITE EASY FL LINEN PANT  - STRIPE,1.81,0.18,MP,0.23,6204698044,,0.18,195926,86.12,,
HQ141730,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863108,PETITE EASY FL LINEN PANT  - STRIPE,008251-CREAMY COCOA,03/04/2024,"1,270",89.99,QTR1,605_PETITE_ALPHA,FINAL: 7/14 COST FOR PETITE,12/20/2023,12.49,9.72,OCEAN,IR,02/26/2024,,03/04/2024,ADOPTED,HW1508013005YCHAMBRAY,CHINA,"55.00% LINEN
45.00% VISCOSE",200.00,2.95,1.550000,YRD,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,LF CENTENNIAL PTE LTD,TUSKER APPAREL TRADING AND MARKETING W.L.L,SPARROW APPAREL LIMITED,PETITE EASY FL LINEN PANT  - STRIPE,1.81,0.18,MP,0.23,6204698044,,0.18,195926,86.12,,
HQ141730,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863108,PETITE EASY FL LINEN PANT  - STRIPE,008251-CREAMY COCOA,12/18/2023,551,89.99,QTR1,605_PETITE_ALPHA,FINAL: 7/14 COST FOR PETITE,10/04/2023,12.49,9.72,OCEAN,IR,12/11/2023,,12/18/2023,ADOPTED,HW1508013005YCHAMBRAY,CHINA,"55.00% LINEN
45.00% VISCOSE",200.00,2.95,1.550000,YRD,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,LF CENTENNIAL PTE LTD,TUSKER APPAREL TRADING AND MARKETING W.L.L,SPARROW APPAREL LIMITED,PETITE EASY FL LINEN PANT  - STRIPE,1.81,0.18,MP,0.23,6204698044,,0.18,195926,86.12,,
HQ141724,ATF,SPRING 2024,526 M PANTS,PETITE,,863117,PETITE EASY FL LINEN PANT  - STRIPE,,,,,QTR1,605_PETITE_ALPHA,,,,,,,,,,DROPPED,HW1508013005YCHAMBRAY,CHINA,"55.00% LINEN
45.00% VISCOSE",200.00,,,,,,,,,,,,PETITE EASY FL LINEN PANT  - STRIPE,,,STANDARD,,,,,,,,
HQ141753,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863125,24 PETITE CROP PANT - SEERSUCKER,001056-NAVY/WHITE,01/29/2024,"1,330",89.99,QTR1,604_PETITE_NUMERIC,7/20: PETITE,11/15/2023,14.51,10.20,OCEAN,FC,01/22/2024,,01/29/2024,ADOPTED,HS00308107,CHINA,"77.00% COTTON
3.00% SPANDEX
20.00% NYLON",190.00,3.43,1.520000,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,"MGF SOURCING US, LLC",MASCOT LTD. DMCC,FCI (BD) LTD.,24 PETITE CROP PANT - SEERSUCKER,1.18,0.21,STANDARD,1.69,6204628018,,0.21,195936,83.88,,
HQ141753,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863125,24 PETITE CROP PANT - SEERSUCKER,001056-NAVY/WHITE,03/04/2024,600,89.99,QTR1,604_PETITE_NUMERIC,7/20: PETITE,12/20/2023,14.51,10.20,OCEAN,FC,02/26/2024,,03/04/2024,ADOPTED,HS00308107,CHINA,"77.00% COTTON
3.00% SPANDEX
20.00% NYLON",190.00,3.43,1.520000,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,"MGF SOURCING US, LLC",MASCOT LTD. DMCC,FCI (BD) LTD.,24 PETITE CROP PANT - SEERSUCKER,1.18,0.21,STANDARD,1.69,6204628018,,0.21,195936,83.88,,
HQ141753,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863125,24 PETITE CROP PANT - SEERSUCKER,001056-NAVY/WHITE,12/18/2023,698,89.99,QTR1,604_PETITE_NUMERIC,7/20: PETITE,10/04/2023,14.51,10.20,OCEAN,FC,12/11/2023,,12/18/2023,ADOPTED,HS00308107,CHINA,"77.00% COTTON
3.00% SPANDEX
20.00% NYLON",190.00,3.43,1.520000,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,"MGF SOURCING US, LLC",MASCOT LTD. DMCC,FCI (BD) LTD.,24 PETITE CROP PANT - SEERSUCKER,1.18,0.21,STANDARD,1.69,6204628018,,0.21,195936,83.88,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,002222-BLACK,01/08/2024,"1,412",98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/08/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,009036-INDUSTRIAL NAVY,01/08/2024,533,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/08/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,002222-BLACK,01/29/2024,412,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,009036-INDUSTRIAL NAVY,01/29/2024,129,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,002222-BLACK,03/04/2024,423,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141717,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,US STORES,863136,24 CURVY PETITE SPRING ANKLE,009036-INDUSTRIAL NAVY,03/04/2024,150,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 CURVY PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141549,ATF,SPRING 2024,526 M PANTS,MISSY,US STORES,863147,HW FL SAILOR BUTTON TROUSER - POLISHED DENIM,001898-INK WASH,01/08/2024,"1,696",98.99,FEB,601_MISSY_NUMERIC,6/27 LR-1813U-HIT TARGET,10/25/2023,18.60,13.80,OCEAN,FC,01/01/2024,,01/08/2024,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,3.75,1.890000,,,PANTS (NON-DENIM)-LIGHT WEIGHT,,K6860449,2023-07-20 00:00:00.0,"MGF SOURCING US, LLC","TAINAN ENTERPRISES CO., LTD",PT ANDALAN MANDIRI BUSANA,HW FL SAILOR BUTTON TROUSER - POLISHED DENIM,2.03,0.28,MP,1.95,6204628018,348,0.28,192980,81.21,,
HQ141549,ATF,SPRING 2024,526 M PANTS,MISSY,US STORES,863147,HW FL SAILOR BUTTON TROUSER - POLISHED DENIM,001898-INK WASH,12/18/2023,117,98.99,FEB,601_MISSY_NUMERIC,,,,,,FC,,,12/18/2023,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,PANTS (NON-DENIM)-LIGHT WEIGHT,,K6860449,2023-07-20 00:00:00.0,,,,HW FL SAILOR BUTTON TROUSER - POLISHED DENIM,,,STANDARD,,6204628018,348,,,,,
HQ141771,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,,863149,CURVY PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,,,,89.99,QTR1,604_PETITE_NUMERIC,,,,,,,,,,NEW,INDIGOBUDD,PAKISTAN,,,,,,DENIM,,,,,,,,CURVY PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,,,STANDARD,,,,,,,,
HQ141574,ATF,SPRING 2024,526 M PANTS,MISSY,US STORES,863168,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,01/08/2024,117,89.99,QTR1,601_MISSY_NUMERIC,FINAL 7/25 - PREVIEW,12/18/2023,21.36,10.18,AIR,FC,01/01/2024,,01/08/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.300000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.16,MP,1.52,6204628011,348,0.16,201946,76.26,follow as 603148 :  60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray.,
HQ141574,ATF,SPRING 2024,526 M PANTS,MISSY,US STORES,863168,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,01/29/2024,"1,435",89.99,QTR1,601_MISSY_NUMERIC,FINAL 7/13 - AS LR,11/15/2023,14.45,10.18,OCEAN,FC,01/22/2024,,01/29/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.300000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.16,MP,1.52,6204628011,348,0.16,195123,83.94,follow as 603148 :  60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray.,
HQ141574,ATF,SPRING 2024,526 M PANTS,MISSY,US STORES,863168,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,003303-LIGHT INDIGO WASH,03/04/2024,448,89.99,QTR1,601_MISSY_NUMERIC,FINAL 7/13 - AS LR,12/20/2023,14.45,10.18,OCEAN,FC,02/26/2024,,03/04/2024,NEW,INDIGOBUDD,PAKISTAN,,,3.04,1.300000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - LIGHT WASH,1.23,0.16,MP,1.52,6204628011,348,0.16,195123,83.94,follow as 603148 :  60' enzyme stone bleach+tint+soft+whisker+handsand+pp spray.,
HQ141710,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863175,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,001898-INK WASH,01/08/2024,"1,432",98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/08/2024,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-20 00:00:00.0,,,,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,,,STANDARD,,6204628018,,,,,,
HQ141710,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863175,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,001898-INK WASH,01/29/2024,319,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-20 00:00:00.0,,,,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,,,STANDARD,,6204628018,,,,,,
HQ141710,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863175,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,001898-INK WASH,03/04/2024,295,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-20 00:00:00.0,,,,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,,,STANDARD,,6204628018,,,,,,
HQ141710,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863175,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,001898-INK WASH,12/18/2023,"1,432",98.99,QTR1,604_PETITE_NUMERIC,,,,,,IR,,,12/18/2023,ADOPTED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,PETITE STRUCTURED SLIM WIDE - POLISHED DENIM,,,STANDARD,,6204628018,,,,,,
HQ141773,ATF,SPRING 2024,527 P PANTS,PETITE,,863182,24 PETITE CROP PANT - POLISHED DENIM,,,,89.99,QTR1,604_PETITE_NUMERIC,,,,,,,,,,DROPPED,NN1601063,CHINA,"96.00% COTTON
4.00% SPANDEX",205.00,,,,,,,,,,,,24 PETITE CROP PANT - POLISHED DENIM,,,STANDARD,,,,,,,,
HQ141765,ATF,SPRING 2024,527 P PANTS,CURVY PETITE,,863185,* 2 TO 1* CURVY PETITE HIGH RISE BOOTCUT DENIM WITH CLEAN HEM (FRAME WASH),,,,,QTR1,604_PETITE_NUMERIC,,,,,,,,,,DROPPED,PLACIDO,PAKISTAN,,,,,,DENIM,,,,,,,,* 2 TO 1* CURVY PETITE HIGH RISE BOOTCUT DENIM WITH CLEAN HEM (FRAME WASH),,,STANDARD,,,,,,,,
HQ141769,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863196,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,009000-WHITE,01/08/2024,"1,364",89.99,QTR1,604_PETITE_NUMERIC,FINAL 7/27 - PETITE,10/25/2023,13.63,9.56,OCEAN,IR,01/01/2024,,01/08/2024,NEW,KANAYAWHITE,INDONESIA,"98.20% COTTON
1.80% ELASTANE",9.75,3.39,1.390000,,DENIM,DENIM PANT,,K6860449,2023-07-11 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,1.23,0.00,MP,1.43,6204628011,348,0.00,196014,84.85,40' Enzyme wash + Clean up (H2O2) + soft,
HQ141769,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863196,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,009000-WHITE,01/29/2024,"1,364",89.99,QTR1,604_PETITE_NUMERIC,FINAL 7/27 - PETITE,11/15/2023,13.63,9.56,OCEAN,FC,01/22/2024,,01/29/2024,NEW,KANAYAWHITE,INDONESIA,"98.20% COTTON
1.80% ELASTANE",9.75,3.39,1.390000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,1.23,0.00,MP,1.43,6204628011,348,0.00,196014,84.85,40' Enzyme wash + Clean up (H2O2) + soft,
HQ141769,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863196,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,009000-WHITE,03/04/2024,559,89.99,QTR1,604_PETITE_NUMERIC,FINAL 7/27 - PETITE,12/20/2023,13.63,9.56,OCEAN,FC,02/26/2024,,03/04/2024,NEW,KANAYAWHITE,INDONESIA,"98.20% COTTON
1.80% ELASTANE",9.75,3.39,1.390000,,DENIM,DENIM PANT,,P6780159,2023-07-28 00:00:00.0,LF CENTENNIAL PTE LTD,PT. ERATEX (HONG KONG) LTD,PT ERATEX DJAJA TBK.,PETITE MID RISE GIRLFRIEND DENIM WITH ROLLED HEM - WHITE,1.23,0.00,MP,1.43,6204628011,348,0.00,196014,84.85,40' Enzyme wash + Clean up (H2O2) + soft,
HQ141767,ATF,SPRING 2024,527 P PANTS,PETITE,,863201,*2 TO 1* PETITE HIGH RISE BOOTCUT DENIM WITH CLEAN HEM (FRAME WASH),,,,98.99,QTR1,604_PETITE_NUMERIC,,,,,,,,,,DROPPED,PLACIDO,PAKISTAN,,,,,,DENIM,DENIM PANT,,,,,,,*2 TO 1* PETITE HIGH RISE BOOTCUT DENIM WITH CLEAN HEM (FRAME WASH),,,STANDARD,,6204628011,348,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,002222-BLACK,01/29/2024,711,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,009036-INDUSTRIAL NAVY,01/29/2024,632,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,009192-WINTER WHITE,01/29/2024,528,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,009344-LIGHT STONE,01/29/2024,473,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,01/29/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,002222-BLACK,03/04/2024,650,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,009036-INDUSTRIAL NAVY,03/04/2024,529,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
HQ141718,ATF,SPRING 2024,527 P PANTS,PETITE,US STORES,863208,24 PETITE SPRING ANKLE,009192-WINTER WHITE,03/04/2024,267,98.99,QTR1,604_PETITE_NUMERIC,,,,,,FC,,,03/04/2024,ADOPTED,XNH5079,CHINA,"93.00% COTTON
7.00% SPANDEX",290.00,,,,,PANTS (NON-DENIM)-MEDIUM WEIGH,,K6860449,2023-07-11 00:00:00.0,,,,24 PETITE SPRING ANKLE,,,STANDARD,,6204628018,,,,,,
